Gene,Treated_Mean,Control_Mean,Treated_Std,Control_Std,Log2_Fold_Change,Fold_Change,T_Statistic,T_P_Value,U_Statistic,U_P_Value,Cohens_D,T_P_Adjusted,U_P_Adjusted,T_Significant,U_Significant,Significant,Regulation
Gene_0349,2.9425066553183856,2.475060361047279,0.3025312386848461,0.5527902380491098,0.46744629427110684,1.3826598629098712,1.658691343367482,0.13698786695091744,27.0,0.17965367965367965,1.0490485160491332,0.7420830362650388,0.7454509529198325,False,False,False,Not_Changed
Gene_0238,2.219059575324905,2.6332235648133056,0.5010417552061515,0.2541454802690657,-0.4141639894884004,1.332526283216065,-1.6484140109770071,0.14086500487545822,10.0,0.24025974025974026,-1.0425485603242284,0.7421888136565615,0.819999113514472,False,False,False,Not_Changed
Gene_0933,2.224133277761412,2.6536857997385677,0.5395062991370261,0.18387328128610325,-0.4295525219771559,1.3468157727447305,-1.685164001093362,0.14175806340840325,10.0,0.24025974025974026,-1.0657912948755002,0.7421888136565615,0.819999113514472,False,False,False,Not_Changed
Gene_0201,2.7568433678294197,2.227850869757691,0.5434024149644043,0.5031525733541058,0.5289924980717289,1.4429211837379199,1.5972265140785777,0.14147898527708092,27.0,0.17965367965367965,1.0101747447398601,0.7421888136565615,0.7454509529198325,False,False,False,Not_Changed
Gene_0030,1.7519943311197572,2.5120130915085537,0.9450571561170085,0.3736845883502576,-0.7600187603887965,1.693512646530225,-1.6722716796863775,0.14149657190816087,11.0,0.30952380952380953,-1.0576374748808968,0.7421888136565615,0.8550381478558274,False,False,False,Downregulated
Gene_0135,1.9507963349300603,2.54800631174464,0.6650091995293428,0.5062912495822602,-0.5972099768145795,1.5127881597679589,-1.5977458291599222,0.14334003215026309,10.0,0.24025974025974026,-1.010503188435925,0.7426944670998087,0.819999113514472,False,False,False,Downregulated
Gene_0007,2.759026334208681,2.3533574881740384,0.3842281179814533,0.4219459204510792,0.4056688460346427,1.3247029119081903,1.5895274935786181,0.14329112281668951,28.0,0.13203463203463203,1.0053054566334203,0.7426944670998087,0.6805908867764537,False,False,False,Not_Changed
Gene_0804,2.3373144987559162,2.622749360029179,0.23901491891495644,0.331394861388323,-0.2854348612732629,1.2187775757435662,-1.5620607241745634,0.15236093417193594,8.0,0.13203463203463203,-0.9879339463767325,0.7432014530306599,0.6805908867764537,False,False,False,Not_Changed
Gene_0151,2.067082985999138,2.6615232217179745,0.6804020495168671,0.5088865120932333,-0.5944402357188365,1.5098866373408741,-1.5644112836151165,0.15121250666548197,9.0,0.17965367965367965,-0.9894205706982842,0.7432014530306599,0.7454509529198325,False,False,False,Downregulated
Gene_0153,1.998234270726937,2.4806780520135305,0.5988702770401774,0.3434495420914081,-0.4824437812865936,1.3971082248960591,-1.5626194993565463,0.15691969345790152,11.0,0.30952380952380953,-0.9882873468317408,0.7432014530306599,0.8550381478558274,False,False,False,Not_Changed
Gene_0138,2.388862033568395,2.125038765760788,0.2975269262128049,0.23798227898644242,0.2638232678076071,1.200656336368774,1.5483810714921102,0.15403562083687267,27.0,0.17965367965367965,0.9792821743614156,0.7432014530306599,0.7454509529198325,False,False,False,Not_Changed
Gene_0566,2.6068726647876233,2.8983336243510753,0.26766471939223313,0.3202097575448319,-0.2914609595634521,1.2238790237069233,-1.5615931006771484,0.15040279744007698,13.0,0.48484848484848486,-0.9876381953088835,0.7432014530306599,0.9217651803203134,False,False,False,Not_Changed
Gene_0355,2.9686214912011297,2.6300598128412136,0.4103455575975613,0.22578290917103816,0.33856167835991613,1.2644953032421504,1.6163771329564847,0.1457751760942237,30.0,0.06493506493506493,1.022286659591061,0.7432014530306599,0.550297160466652,False,False,False,Not_Changed
Gene_0587,1.7455376068602655,2.534319098433665,0.9692880789514531,0.5600305262477512,-0.7887814915733997,1.7276146930544038,-1.5755767582527258,0.15375575249065299,10.0,0.24025974025974026,-0.9964822369006222,0.7432014530306599,0.819999113514472,False,False,False,Downregulated
Gene_0861,2.5895892684766264,2.2348608865411053,0.4007199871239499,0.32658506318336855,0.35472838193552114,1.2787448076711008,1.5343867188899887,0.15717683988356998,29.0,0.09307359307359307,0.9704313686409741,0.7432014530306599,0.6246549870710945,False,False,False,Not_Changed
Gene_0963,2.1489165074951075,2.6097206001008915,0.43680362415961793,0.48938108535755415,-0.4608040926057839,1.3763086962847697,-1.5707970282688817,0.14769325885945384,9.0,0.17965367965367965,-0.9934592702307126,0.7432014530306599,0.7454509529198325,False,False,False,Not_Changed
Gene_0450,1.6500035121523935,2.973777918215059,1.778089934921609,0.2044276839126542,-1.3237744060626657,2.50320146158691,-1.6538410596759117,0.15755870804249988,2.0,0.008658008658008658,-1.045980927296467,0.7432014530306599,0.36075036075036077,False,False,False,Downregulated
Gene_0312,3.1533941790534823,2.7261769420775956,0.4980787200280437,0.3399635408350975,0.42721723697588665,1.3446374506483472,1.5841176131774086,0.1482838523900268,28.0,0.13203463203463203,1.0018839478460346,0.7432014530306599,0.6805908867764537,False,False,False,Not_Changed
Gene_0254,2.1002037334667953,2.6894741491293352,0.6742872618559838,0.5072267737173262,-0.5892704156625399,1.504485722537138,-1.5616267436665248,0.15177304551272514,9.0,0.17965367965367965,-0.9876594730036287,0.7432014530306599,0.7454509529198325,False,False,False,Downregulated
Gene_0207,2.4317687503775276,2.1805710897269837,0.265766131690591,0.24132548453080294,0.25119766065054394,1.1901947512469073,1.5646791962906739,0.14900640196085907,26.0,0.24025974025974026,0.9895900135520428,0.7432014530306599,0.819999113514472,False,False,False,Not_Changed
Gene_0266,2.3355584741837037,2.7660698699718753,0.4873162284441201,0.3893486664472384,-0.43051139578817166,1.3477112188358868,-1.5433202899625007,0.15526108382695583,10.0,0.24025974025974026,-0.9760814550866003,0.7432014530306599,0.819999113514472,False,False,False,Not_Changed
Gene_0738,2.585334743173785,1.9748006895914756,0.4203238116098668,0.7609958110992804,0.6105340535823096,1.526824300723061,1.5703456764418573,0.15598408949371795,28.0,0.13203463203463203,0.9931738102708175,0.7432014530306599,0.6805908867764537,False,False,False,Upregulated
Gene_0978,2.6842683868345656,2.3919166363244044,0.3408035466026305,0.2476997267321136,0.29235175051016116,1.224634940217635,1.5516323156054763,0.1546864677457642,28.0,0.13203463203463203,0.9813384416869061,0.7432014530306599,0.6805908867764537,False,False,False,Not_Changed
Gene_0743,2.284310499740957,2.791883641644795,0.455835823100816,0.5762129871851633,-0.5075731419038378,1.4216567149823225,-1.5447709590825986,0.15504150641814077,10.0,0.24025974025974026,-0.9769989387967567,0.7432014530306599,0.819999113514472,False,False,False,Not_Changed
Gene_0744,2.1353864458439835,2.5452185327559045,0.46250958187205216,0.3601436208395703,-0.40983208691192097,1.3285311793684784,-1.563337210199719,0.1508633549673762,7.0,0.09307359307359307,-0.9887412670249058,0.7432014530306599,0.6246549870710945,False,False,False,Not_Changed
Gene_0466,1.8590121436795546,2.5701279859237305,0.7620505777642522,0.6683269717622528,-0.7111158422441759,1.6370698076113044,-1.568770358123178,0.14829113843608874,8.0,0.13203463203463203,-0.9921774914854548,0.7432014530306599,0.6805908867764537,False,False,False,Downregulated
Gene_0465,1.8958666924116478,2.372128884513227,0.6599658068020446,0.272122482743337,-0.4762621921015793,1.391134770393549,-1.4918118426771843,0.1815723374475555,12.0,0.3939393939393939,-0.9435046526545368,0.7466521374210517,0.8832721837206141,False,False,False,Not_Changed
Gene_0227,2.8029528382195594,2.475936813869233,0.3592497094806341,0.3609406446456995,0.3270160243503266,1.2544161375362473,1.4358879038797274,0.181568951079416,25.0,0.30952380952380953,0.9081352481889727,0.7466521374210517,0.8550381478558274,False,False,False,Not_Changed
Gene_0767,2.191691603768388,2.653640286602525,0.5496826303397013,0.4398329407631354,-0.46194868283413726,1.3774010508758878,-1.4672743634873289,0.17447492979559617,10.0,0.24025974025974026,-0.9279857881987518,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0206,2.409175112274779,2.7393533845875484,0.32097885967158896,0.3778494536296941,-0.3301782723127693,1.257168711943114,-1.489171240374966,0.16807446099625054,10.0,0.24025974025974026,-0.9418345891205981,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0663,2.2482654672217772,2.777915966983247,0.49809114666715887,0.6383294405093941,-0.5296504997614697,1.4435794386706076,-1.4627442808575948,0.17601193652267924,10.0,0.24025974025974026,-0.9251207123790067,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0686,2.5719962023270835,2.1180638447627578,0.5064280858319485,0.4670468460110233,0.4539323575643257,1.369768755258035,1.4733681837935546,0.1716141029229596,24.0,0.3939393939393939,0.9318398585626434,0.7466521374210517,0.8832721837206141,False,False,False,Not_Changed
Gene_0157,2.9302970814035354,2.399477034712214,0.5879278511249771,0.5705506165187498,0.5308200466913213,1.444750177029617,1.448806870535084,0.1780397308224821,27.0,0.17965367965367965,0.9163059201183115,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0847,3.0490708353284646,2.7262010509900083,0.17176591376865571,0.4436778801142213,0.32286978433845626,1.2508161780777165,1.517465101259572,0.17642133477028257,28.0,0.13203463203463203,0.9597291979596583,0.7466521374210517,0.6805908867764537,False,False,False,Not_Changed
Gene_0137,2.3770701157858958,2.802751362352008,0.4548718201480106,0.45660932211894484,-0.4256812465661124,1.3432066207745046,-1.4768488213484439,0.17050141927947612,9.0,0.17965367965367965,-0.9340412070392371,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0132,2.8693997705113943,2.483430830496446,0.3658542682572696,0.46279847261129725,0.3859689400149482,1.3067371206625242,1.4629447107848303,0.17578445382595806,27.0,0.17965367965367965,0.925247475395272,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0833,2.6594611583170646,2.238927791692138,0.4017618758738927,0.4993060972090648,0.4205333666249267,1.3384222801514412,1.4672798994853518,0.17440445308730265,27.0,0.17965367965367965,0.9279892894713266,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0334,2.8620932596903224,2.3984257232063526,0.26297426029918464,0.6216314770644987,0.46366753648396974,1.3790430900378168,1.536062251539411,0.17007544417219292,27.0,0.17965367965367965,0.971491068534204,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0327,2.912913092859256,2.689443366984255,0.2994866178311413,0.15490943308630256,0.22346972587500114,1.1675381777222447,1.4819861903174334,0.17911045192101552,26.0,0.24025974025974026,0.937290364463773,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0147,2.390605636804223,2.7906280751322967,0.5126534096524764,0.3326227451933359,-0.4000224383280737,1.3195284333232629,-1.4637007781710825,0.1789413612076218,9.0,0.17965367965367965,-0.9257256543962972,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0819,2.3351827169321884,2.685008313377016,0.21890709178604692,0.477226845036213,-0.3498255964448278,1.274406558397534,-1.4898589672417526,0.1797868194428165,9.0,0.17965367965367965,-0.9422695457820255,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0469,2.056723769392573,2.6033241484730802,0.4210529682959591,0.6952004000135477,-0.5466003790805072,1.4606397309764536,-1.5037969398487165,0.16998668857547458,6.0,0.06493506493506493,-0.9510846936626338,0.7466521374210517,0.550297160466652,False,False,False,Not_Changed
Gene_0061,2.062909035577173,2.5782352062376304,0.7174319478595255,0.20278019698797878,-0.5153261706604573,1.4293172493668918,-1.5455990100119767,0.17489740147215913,4.0,0.025974025974025976,-0.9775226441878475,0.7466521374210517,0.48100048100048104,False,False,False,Not_Changed
Gene_0923,2.34011803055865,2.8037499518442917,0.4854892791413947,0.5049180164223906,-0.46363192128564146,1.3790090466083125,-1.480048515446966,0.16970774130887353,9.0,0.17965367965367965,-0.9360648712726631,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0919,2.7463867226136975,2.283570523049647,0.2841092171052727,0.6387882137584099,0.46281619956405073,1.378229554305813,1.4802735562999325,0.18292977366815769,25.0,0.30952380952380953,0.9362071996050553,0.7466521374210517,0.8550381478558274,False,False,False,Not_Changed
Gene_0039,3.0517251652187256,2.505132169095452,0.25995354926860653,0.768151079644228,0.5465929961232736,1.4606322562068252,1.5071539611941907,0.18145687115754025,27.0,0.17965367965367965,0.953207860383734,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0945,2.0336625649276923,2.6983027244196687,0.7876826166334442,0.635304423863457,-0.6646401594919764,1.5851728462394725,-1.4686212555899925,0.17401916737684653,7.0,0.09307359307359307,-0.9288376375601336,0.7466521374210517,0.6246549870710945,False,False,False,Downregulated
Gene_0472,2.4654726187504594,2.8394054178905574,0.4194724083042879,0.39321861955565507,-0.373932799140098,1.2958806017968538,-1.4542584609275557,0.17665510239257842,9.0,0.17965367965367965,-0.9197538086204119,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0448,2.80388216148815,2.5496095539344616,0.2565911532702216,0.30162256868156184,0.2542726075536885,1.1927342267076197,1.4357886280406689,0.18236002512454894,25.0,0.30952380952380953,0.9080724606353626,0.7466521374210517,0.8550381478558274,False,False,False,Not_Changed
Gene_0521,2.8669505407228204,2.3892403082819977,0.36967158505581277,0.6090972107647589,0.47771023244082267,1.3925317603931466,1.4992172598905043,0.17110131625840616,27.0,0.17965367965367965,0.9481882497381184,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0384,2.58417890388649,3.0094978201094276,0.5396190419217493,0.36231194608443296,-0.4253189162229374,1.3428693191326464,-1.4632131443757486,0.17839538358655674,10.0,0.24025974025974026,-0.925417247704832,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0381,2.3223620915296683,2.837426717681183,0.6863358517708588,0.35653691230819257,-0.5150646261515148,1.4290581535885383,-1.4891293594110762,0.17717037685517,10.0,0.24025974025974026,-0.9418081012732992,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0370,1.5833028984027715,2.5633082153134485,1.3899963565383862,0.3329808216841986,-0.980005316910677,1.9724726783273767,-1.5331436694992562,0.17987255059296012,8.0,0.13203463203463203,-0.9696451951772143,0.7466521374210517,0.6805908867764537,False,False,False,Downregulated
Gene_0608,2.864474606596872,2.630450135812567,0.18969137619636228,0.2880980627526756,0.23402447078430466,1.176111199149576,1.517061710396636,0.164914768982765,23.0,0.48484848484848486,0.9594740711768228,0.7466521374210517,0.9217651803203134,False,False,False,Not_Changed
Gene_0552,2.8889770428664314,2.5132677396051037,0.28346437547386016,0.4657608969835696,0.3757093032613277,1.297477304598144,1.54081415361932,0.1607612471927591,28.0,0.13203463203463203,0.974496435292325,0.7466521374210517,0.6805908867764537,False,False,False,Not_Changed
Gene_0867,2.5822726386568973,2.8848886382919026,0.30762368161029513,0.3419701902907485,-0.3026159996350053,1.2333788391867784,-1.4711052589167932,0.17235048910433637,9.0,0.17965367965367965,-0.9304086592057589,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0118,2.938858584589935,2.398317659889982,0.2718437811028529,0.7365781872899491,0.5405409246999531,1.4545177726148735,1.5394511002933238,0.17201020112919313,26.0,0.24025974025974026,0.9736343646758416,0.7466521374210517,0.819999113514472,False,False,False,Not_Changed
Gene_0126,2.8278623522571333,2.5637101611943898,0.2663988220801052,0.2824882641623166,0.26415219106274357,1.2009301078883696,1.5211943443857403,0.15928558257825215,25.0,0.30952380952380953,0.9620877784051022,0.7466521374210517,0.8550381478558274,False,False,False,Not_Changed
Gene_0985,2.2986566988937738,2.6254460809083233,0.37113417350805966,0.31759223285759436,-0.32678938201454955,1.2542190886347162,-1.4959352781592579,0.16626597864106202,9.0,0.17965367965367965,-0.9461125422361581,0.7466521374210517,0.7454509529198325,False,False,False,Not_Changed
Gene_0302,2.8260189835684693,2.274315077336287,0.259495336757842,0.7856198901879664,0.5517039062321825,1.4658158873047071,1.4910519484127536,0.1859166661357927,25.0,0.30952380952380953,0.943024053323237,0.7500141645063015,0.8550381478558274,False,False,False,Not_Changed
Gene_0816,2.612284911650802,2.2329503847902292,0.2339104589441216,0.5305909710298661,0.37933452686057256,1.3007417228262033,1.4627904565718253,0.18769811503704406,25.0,0.30952380952380953,0.9251499164649174,0.7500141645063015,0.8550381478558274,False,False,False,Not_Changed
Gene_0527,2.539505185817867,2.1329040755783977,0.47816936302995255,0.4307450272649291,0.4066011102394693,1.3255592066726967,1.4127171456492136,0.18841770047102335,26.0,0.24025974025974026,0.8934807739646693,0.7500141645063015,0.819999113514472,False,False,False,Not_Changed
Gene_0565,2.716568759200664,2.29104596346741,0.2440794404049642,0.6021220685765691,0.42552279573325436,1.3430591048307297,1.4644916699417476,0.189003569455588,26.0,0.24025974025974026,0.9262258582718943,0.7500141645063015,0.819999113514472,False,False,False,Not_Changed
Gene_0959,2.78094287413623,2.494351836682183,0.316398847428813,0.32567382644929277,0.286591037454047,1.2197546958894512,1.411344744585952,0.18851510039281658,25.0,0.30952380952380953,0.8926127913200408,0.7500141645063015,0.8550381478558274,False,False,False,Not_Changed
Gene_0926,2.14459761667117,2.6107990237588896,0.630824692482633,0.3358646010466836,-0.4662014070877194,1.3814672940855663,-1.4586684701737092,0.184589568243413,12.0,0.3939393939393939,-0.9225429433644613,0.7500141645063015,0.8832721837206141,False,False,False,Not_Changed
Gene_0215,1.343530841673612,2.8168742979831833,2.1518828183781618,0.31621547039757714,-1.4733434563095713,2.7766463838204474,-1.5147161621010299,0.1878921690926838,3.0,0.015151515151515152,-0.9579906161816144,0.7500141645063015,0.4208754208754209,False,False,False,Downregulated
Gene_0937,2.258657156232416,2.7220858445538014,0.6345014294571688,0.3731115261612187,-0.4634286883213856,1.3788147987949544,-1.4078186154819432,0.19643598342685895,9.0,0.17965367965367965,-0.8903826714615453,0.7575196900619288,0.7454509529198325,False,False,False,Not_Changed
Gene_0409,3.0578643571328086,2.7700062165483197,0.3831078868894316,0.2650501497623985,0.2878581405844889,1.2208264635675836,1.3816893229647853,0.20078121324293818,25.0,0.30952380952380953,0.8738570558609428,0.7575196900619288,0.8550381478558274,False,False,False,Not_Changed
Gene_0273,2.141015872867093,2.727017011417887,0.8038544507947483,0.447928694497079,-0.5860011385507939,1.5010802821413534,-1.4239258421923335,0.19306475536644474,11.0,0.30952380952380953,-0.9005697761002524,0.7575196900619288,0.8550381478558274,False,False,False,Downregulated
Gene_0311,2.855188040090559,2.460233641601672,0.4577836519518876,0.4513406922338618,0.394954398488887,1.3149011974163143,1.3737659931667263,0.19952955005189077,24.0,0.3939393939393939,0.8688459020980329,0.7575196900619288,0.8832721837206141,False,False,False,Not_Changed
Gene_0112,2.6602735255359042,2.2990106993143105,0.2956241864875424,0.4973277092432524,0.3612628262215938,1.2845498034309715,1.3962459460390477,0.19953537401431926,27.0,0.17965367965367965,0.883063472651989,0.7575196900619288,0.7454509529198325,False,False,False,Not_Changed
Gene_0114,2.1884748700770413,2.542606377882519,0.4424275784962342,0.3739498340965177,-0.35413150780547786,1.2782158727206645,-1.366945253511116,0.20239167038982928,9.0,0.17965367965367965,-0.8645320875702808,0.7575196900619288,0.7454509529198325,False,False,False,Not_Changed
Gene_0905,1.9511001567552586,2.440868394688381,0.7174305210705328,0.2440235179678318,-0.4897682379331225,1.4042192764986436,-1.4451854935026884,0.1974274705660376,13.0,0.48484848484848486,-0.9140155601805933,0.7575196900619288,0.9217651803203134,False,False,False,Not_Changed
Gene_0870,1.719510987064283,2.6480704759882214,1.3479028301587432,0.5923554722390897,-0.9285594889239384,1.9033745537557862,-1.4102380768126173,0.20215223538628652,11.0,0.30952380952380953,-0.8919128731646715,0.7575196900619288,0.8550381478558274,False,False,False,Downregulated
Gene_0211,2.9444692593997686,2.624047439274266,0.34066262960972293,0.3969205085719636,0.3204218201255027,1.2486955934340278,1.3697820958191527,0.2013951997835329,28.0,0.13203463203463203,0.8663262641815058,0.7575196900619288,0.6805908867764537,False,False,False,Not_Changed
Gene_0009,2.9805670871125027,2.7088235486060195,0.29092386833943135,0.33622221836616467,0.27174353850648325,1.207265962098991,1.3666603049366253,0.20227148561206604,25.0,0.30952380952380953,0.864351870267999,0.7575196900619288,0.8550381478558274,False,False,False,Not_Changed
Gene_0265,2.5063551011229173,1.227826452360838,0.3854755545718846,1.935827129975993,1.2785286487620793,2.425914406486894,1.4483882211605392,0.20301527693659693,27.0,0.17965367965367965,0.9160411430053983,0.7575196900619288,0.7454509529198325,False,False,False,Upregulated
Gene_0662,3.0775499223543874,2.79215026157577,0.41357804618934785,0.17148333494481074,0.28539966077861756,1.2187478390016098,1.4253837793328332,0.19911996589960795,24.0,0.3939393939393939,0.9014918565101186,0.7575196900619288,0.8832721837206141,False,False,False,Not_Changed
Gene_0339,1.7587374763108132,2.5831583462900305,1.1242521077871361,0.6869560611331617,-0.8244208699792173,1.7708240471757632,-1.399193256794194,0.1980964943735042,11.0,0.30952380952380953,-0.8849275156437036,0.7575196900619288,0.8550381478558274,False,False,False,Downregulated
Gene_0845,2.696271159791326,2.3389404748493328,0.3133957491723087,0.4763084338640701,0.35733068494199305,1.2810534622165048,1.4013795208900723,0.1959604725932971,27.0,0.17965367965367965,0.8863102304656283,0.7575196900619288,0.7454509529198325,False,False,False,Not_Changed
Gene_0146,2.355656560826866,2.735734724542867,0.4492401186478173,0.4157096879134767,-0.3800781637160009,1.3014123626994312,-1.3885321279742477,0.19530067214224542,11.0,0.30952380952380953,-0.8781848257438049,0.7575196900619288,0.8550381478558274,False,False,False,Not_Changed
Gene_0732,2.655600964560507,2.298061342096848,0.3955278447119244,0.4218646337909171,0.35753962246365933,1.2812390035199217,1.3825098157060396,0.19703023977200748,28.0,0.13203463203463203,0.8743759810341424,0.7575196900619288,0.6805908867764537,False,False,False,Not_Changed
Gene_0531,2.195415300580611,2.71832215808538,0.7135924850011099,0.47022681433204405,-0.5229068575047688,1.436847408585914,-1.3682029263046773,0.20571893335248467,10.0,0.24025974025974026,-0.8653275096860568,0.7647543990798686,0.819999113514472,False,False,False,Not_Changed
Gene_0134,2.7547637281805955,2.495492240809135,0.285038961710411,0.32055624684406164,0.25927148737146055,1.1968741706667343,1.3515331398381223,0.20670021587720167,27.0,0.17965367965367965,0.8547846110174642,0.7655563551007468,0.7454509529198325,False,False,False,Not_Changed
Gene_0825,3.0301256043703497,2.6862681935347044,0.32475194416572045,0.46701997966821784,0.34385741083564536,1.269145443479055,1.3516936349970872,0.2097542560710083,25.0,0.30952380952380953,0.8548861170686162,0.7676909965901422,0.8550381478558274,False,False,False,Not_Changed
Gene_0179,2.9322173108723733,2.5552674758206195,0.25219419301029705,0.558058455205127,0.3769498350517537,1.2985934476528629,1.3763690199386218,0.21135142924546405,23.0,0.48484848484848486,0.8704922007799502,0.7676909965901422,0.9217651803203134,False,False,False,Not_Changed
Gene_0171,2.7047526443129914,2.325011706669824,0.3997081900887003,0.48687444344888675,0.3797409376431675,1.3011081966217717,1.3479670528245558,0.20850610091826904,24.0,0.3939393939393939,0.8525292195580204,0.7676909965901422,0.8832721837206141,False,False,False,Not_Changed
Gene_0459,2.697549077645139,2.4164298233094366,0.34884572987687257,0.3191029141968088,0.2811192543357026,1.2151372319774085,1.329588919827454,0.21341252126026886,25.0,0.30952380952380953,0.8409058676755528,0.7676909965901422,0.8550381478558274,False,False,False,Not_Changed
Gene_0727,2.371497727446393,2.7172556084740145,0.4327798249220209,0.38950247207839106,-0.3457578810276214,1.2708183974761165,-1.3278544753576766,0.21405378730838037,11.0,0.30952380952380953,-0.839808908675637,0.7676909965901422,0.8550381478558274,False,False,False,Not_Changed
Gene_0966,2.2275980567013014,2.715681292507418,0.682736956322051,0.44149890807150993,-0.48808323580611646,1.4025801697001683,-1.3423364950753036,0.21400149993225925,11.0,0.30952380952380953,-0.8489681421610707,0.7676909965901422,0.8550381478558274,False,False,False,Not_Changed
Gene_0903,2.629264195331784,2.3526318697574626,0.2088226852057339,0.4025448494367723,0.2766323255743215,1.2113639019794236,1.36403132548392,0.21203281533771412,24.0,0.3939393939393939,0.8626891576695328,0.7676909965901422,0.8832721837206141,False,False,False,Not_Changed
Gene_0410,2.168653986788727,2.675566796428924,0.7310468085777497,0.4007491788633903,-0.5069128096401969,1.421006161010173,-1.3596173524735649,0.21215503005266367,11.0,0.30952380952380953,-0.8598975160208862,0.7676909965901422,0.8550381478558274,False,False,False,Not_Changed
Gene_0891,2.6588893784422747,2.055602204326289,0.47824098922700986,0.8747402431840734,0.6032871741159855,1.5191740572844867,1.3531347277533787,0.21418578804864968,26.0,0.24025974025974026,0.8557975441545064,0.7676909965901422,0.819999113514472,False,False,False,Upregulated
Gene_0065,2.063637213085469,2.5498558454680675,0.6234970449239396,0.5425239736890303,-0.4862186323825983,1.4007685834651369,-1.315468799267432,0.2182589991262861,10.0,0.24025974025974026,-0.8319755193143845,0.7794964254510217,0.819999113514472,False,False,False,Not_Changed
Gene_0298,2.9234946684327383,2.5066245888450704,0.2971010769750342,0.6278888426759237,0.41687007958766786,1.3350280733076636,1.3419335659614937,0.22076571631687245,25.0,0.30952380952380953,0.8487133074140244,0.7800908703776412,0.8550381478558274,False,False,False,Not_Changed
Gene_0274,2.289560643320964,2.794572845477788,0.7083478314701802,0.48050256526476653,-0.505012202156824,1.4191353590412354,-1.3192944906233934,0.22037311077614308,11.0,0.30952380952380953,-0.8343950989763158,0.7800908703776412,0.8550381478558274,False,False,False,Not_Changed
Gene_0718,2.0289533678999034,2.3876513438633786,0.34685755901230175,0.49946045923182464,-0.3586979759634752,1.2822681355341872,-1.3190083757524924,0.22004741313594844,9.0,0.17965367965367965,-0.8342141440434172,0.7800908703776412,0.7454509529198325,False,False,False,Not_Changed
Gene_0167,2.9158546538156216,2.720202673888061,0.23360835155671356,0.2433423376617666,0.19565197992756067,1.1452415990185678,1.296941357323352,0.2238232789944364,28.0,0.13203463203463203,0.8202577361624183,0.7817590412063099,0.6805908867764537,False,False,False,Not_Changed
Gene_0315,2.1519100853482773,2.5401144150977797,0.6164203639564404,0.15189245971542828,-0.38820432974950236,1.308763419264183,-1.367314442114433,0.22381558200204132,11.0,0.30952380952380953,-0.8647655829448125,0.7817590412063099,0.8550381478558274,False,False,False,Not_Changed
Gene_0597,1.4905258971297342,2.296728417196956,1.2421085777785057,0.5272637187686663,-0.8062025200672218,1.7486026858171522,-1.335959127959561,0.22487214039685144,16.0,0.8181818181818182,-0.8449347410489099,0.7817590412063099,1.0,False,False,False,Downregulated
Gene_0617,2.762161505026112,2.4738770881679017,0.33547648513252765,0.3685008660557567,0.28828441685821016,1.2211872371419144,1.2935557155297377,0.22514660386741722,27.0,0.17965367965367965,0.8181164682805625,0.7817590412063099,0.7454509529198325,False,False,False,Not_Changed
Gene_0326,3.1274428580129716,2.5650669801643295,0.3624672152099225,0.8665364986772278,0.5623758778486421,1.4766990927868564,1.3387868132478535,0.22429248589338216,25.0,0.30952380952380953,0.8467231262523407,0.7817590412063099,0.8550381478558274,False,False,False,Not_Changed
Gene_0636,2.08090973413678,2.373383315989845,0.43125406518616805,0.25769998243439396,-0.29247358185306505,1.2247383613946592,-1.3017756199996278,0.22850923748066046,12.0,0.3939393939393939,-0.8233151923353327,0.7905681323804794,0.8832721837206141,False,False,False,Not_Changed
Gene_0671,2.924378572527349,2.5574781442590155,0.3495644924438056,0.5292541214855814,0.36690042826833347,1.289579243578154,1.293467037508766,0.22926475839033902,25.0,0.30952380952380953,0.8180603833756291,0.7905681323804794,0.8550381478558274,False,False,False,Not_Changed
Gene_0155,2.688285410271245,2.1657393209488878,0.2747259778688956,0.8333458110953181,0.5225460893223572,1.4364881476155469,1.3316229591396314,0.23077532649155127,25.0,0.30952380952380953,0.8421923070909134,0.7930423590774959,0.8550381478558274,False,False,False,Not_Changed
