,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,SCFA_Treated_1,SCFA_Treated_2,SCFA_Treated_3,SCFA_Treated_4,SCFA_Treated_5,SCFA_Treated_6
Gene_0234,6.992095371611633,3.4864098228610785,2.1563786665163125,8.002667303910973,4.354640322315729,4.498333967089906,3.4556152243912415,8.331206427373054,4.248999919848858,6.398928493791404,1.2499852250561272,7.359977059379573
Gene_0235,7.656388283698115,6.11246001880132,5.911775544163215,9.330004689802168,3.712963539239714,6.855680256162474,9.30174435359245,7.374018128060991,6.1245639153927165,7.216395268419953,11.718373024303496,3.3825965692979487
Gene_0236,5.114026249794169,5.537184557726514,8.056936852825064,6.015671512579248,6.076592158099266,7.145014674619604,4.215959917235132,0.4410652216089339,2.5063970570041887,1.9591176200136422,2.4779118644733455,2.5770764939492903
Gene_0237,4.270094540914229,3.3215806653219873,2.910381611957933,1.0672868212479965,9.112414259880644,2.7935832685566337,2.731657709444419,7.058360872255934,1.4117129776027992,6.079529025656684,4.346928294930858,2.6581502123850926
Gene_0238,4.557492752828456,4.446373400222159,5.614813395618201,6.6314744250785935,6.720946976719491,3.8338451228621233,5.40476674119739,1.886097826587044,5.07942764343927,2.154246184376891,5.922544168635662,3.151285332739249
Gene_0239,4.665756572427177,5.5651599009765995,4.502617747632906,8.214691152039986,5.981949903276503,6.4697555720996345,4.098011965941382,5.587898775886324,3.454915776315528,4.884072000663395,1.9723389975102927,6.261751207192312
Gene_0240,6.325762537334826,7.34694771497065,5.3620431174074135,2.406336104088307,5.799375903505283,3.697286212416342,8.529827611101542,10.584417735819923,5.182336293332878,6.576408281594373,1.4387486541850216,8.005468652611176
Gene_0241,3.9427666365004863,6.172728037510186,7.476566142867272,5.042543153472123,5.617666025197927,8.404429889270476,4.0853011406128275,2.2483337037365145,4.837906491954307,2.52259662318649,2.0527337823071656,3.7809054571528744
Gene_0242,5.4815063589771365,10.203366228360789,6.1310192912630885,1.4784744816883646,6.506683242209065,5.7623167697655555,2.357475215457289,4.368476371883024,0.5279083676936094,0.6394019836077418,1.4842819459187888,4.30516168952728
Gene_0243,7.579505508165491,6.346362702539917,4.723088032032452,2.5514035274212685,4.58195348542795,3.2989590915813998,3.766449276960585,2.3040084312656623,3.788640000128404,4.935915258639026,2.638055032671229,2.696637781931313
Gene_0244,3.8389531003905546,6.177156808841219,8.339809008702812,5.7893430596459625,2.6082338759296313,5.889205336440281,7.286170682927535,0.7906203409857815,3.3731385248950727,2.793680063639305,2.075350683590888,4.077876713534309
Gene_0245,7.393262973291302,3.780434191361236,4.7319656666541645,5.0293763894583945,3.43020337383552,6.2965608676877185,6.896285900944099,4.388091136936816,2.527043426815302,7.548880455697807,4.809317817606635,8.460643629714337
Gene_0246,4.758103702784437,5.839064887814056,3.2250156443958,4.125083399353179,6.444762715655543,4.254333695816466,0.5088282048696744,5.390806442566641,8.837212667752416,4.2934717291236835,4.549013153330728,5.591023383180677
Gene_0247,8.45392770246681,4.200727628770795,5.449369451503772,6.8651816637461796,2.1632685341339366,1.4783823760384482,3.8824083622300853,4.3758561358945345,4.324369811617194,3.7451585311472533,7.457713100401119,5.92215606459287
Gene_0248,1.9486873708598105,7.525168206854364,3.8962837082151065,10.116398571336504,3.871504802685223,5.369102606394074,5.501256464206604,6.617142013780233,4.471288333593066,3.451592363294199,3.794751390770885,5.003566082209217
Gene_0249,8.08421990513575,9.012185776318246,9.123007153272795,7.416732461186285,7.048125051622925,6.185053898402366,2.881576583254196,3.9994779668266487,3.9677667162571306,9.249112459658027,-0.5476298798678334,4.640760557188734
Gene_0250,6.5567221523332755,3.897628567342933,3.363602233155386,4.993251085178096,4.659630754950143,4.093543901345449,8.451387585629542,5.243688928264908,6.5068349468421856,5.199652630199536,3.6653332375670393,0.516168130982174
Gene_0251,6.392774894913431,6.910610417141021,5.176813772583695,7.955060162110524,2.71662177173299,4.612681081440564,5.410911374072605,3.448786790795218,3.3993291876693927,4.0020254880417765,8.489722813246987,9.809675084507946
Gene_0252,3.5663553587943904,1.26692676585388,4.834638628314601,4.756504983233433,8.026899486484261,6.2616233691095555,5.434415875056802,4.070465552176545,2.6455471650975793,5.937080323092138,8.565811200130288,4.505319225949687
Gene_0253,2.95162635134159,8.708185132668376,7.442067391050706,6.164195406937232,4.547031802300336,3.0811215265530407,0.24200791849355152,6.3400993436310475,6.9707994229000985,1.8283087192283052,5.352968367325905,5.902452032272198
Gene_0254,4.255586447857894,7.177497239408372,8.769172611869218,8.086487056544378,4.022301156427452,2.7607651334219776,4.853785395982123,3.4184581618292924,7.031874447127112,4.193240508062635,2.029627674600136,0.9010510286606381
Gene_0255,5.281772493822408,1.4631212688742967,5.646335428369563,4.7047948274026625,4.067926996263515,1.810593865466409,7.521699039998619,6.233327952942236,5.175947094258338,4.119450726298393,3.942003171593746,2.8485267031167774
Gene_0256,6.027200213139433,3.9345983206761774,2.660166328579424,-0.7445244265632986,4.9449701898987275,8.544503193339487,4.137088710880231,0.7598255697596512,3.527872693062972,4.378124967297812,6.219760094380838,4.920147073253273
Gene_0257,8.32251842909574,4.0858074868274565,3.7955758792764387,5.937548512150047,3.0032291216234173,5.6035837996389315,6.589846227751118,7.698270210226859,7.116340187648204,5.941019694757114,5.023725358361569,3.0384239831728816
Gene_0258,6.53216055676938,7.453866447768615,4.799691847040094,4.592652499646068,3.244034826486878,3.3462392919202797,6.479888102758633,8.359494764443058,5.684212079300837,8.834518296852245,1.9488565838778324,2.691673230440917
Gene_0259,4.547042216196947,5.734731013632356,6.827169252466499,3.3936420986393103,7.985377137919043,4.457752797914862,4.524005936231923,3.4447397535818824,5.400398636567501,3.4784779532338472,1.0840409223242236,2.686889190234032
Gene_0260,4.957265411303128,3.5055766417043532,0.1515194794541168,6.7680907927220995,6.473687794184867,4.437344885763573,1.9346320581525318,2.742818653805931,6.94488799583602,6.74557482893922,5.726008569612154,1.5578449580790612
Gene_0261,5.133981434449744,6.031878435408199,1.8749082862269146,3.9418946453074106,6.588529359243655,2.491421153661501,4.283192848974223,2.550000222679899,7.35306650757553,3.8325557328747974,2.828504578436901,5.0595923302428485
Gene_0262,5.587115864333258,2.28683639075319,5.932859964867053,4.9287170354050325,1.769736368188981,7.329478708914342,3.7196910863307764,7.967487820407413,3.530378204931618,2.2015434815507375,0.6941729684849687,4.938426995173169
Gene_0263,3.5308168464039014,3.3794951259712382,5.401138394461886,7.29727469885743,2.968356362043206,5.123359699695944,3.876139772284147,2.1421907869765464,7.3784529225115705,6.334490294858484,4.94356424212554,7.728652488341734
Gene_0264,5.857633000661146,6.386211214526288,5.35288311055445,4.265944321833356,3.344819558702561,5.172287766092749,6.325072066797226,3.354288196963135,2.921559672018468,6.635963088907722,5.792733912934702,5.339495535941324
Gene_0265,2.855721976028786,-0.8427009669892147,5.873119608315336,6.807869682172391,0.2741351289163232,2.980538590580125,3.3070043942621856,6.215895134011507,3.4890022337321014,4.796026690812644,7.89388829277396,3.6783315283797084
Gene_0266,6.238308522010396,9.114990939423397,5.041587415350816,3.543994117541731,4.63420711779032,7.74975283829637,1.854021485854278,2.8949056162597793,6.988597653375247,5.509462274760419,4.742245242622493,3.981812389376861
Gene_0267,3.708071641750929,3.401615986699493,4.034512955635935,3.0933427834825755,5.245340631989591,8.24935691693912,5.9707198151063805,3.301790298019553,5.611331137285192,3.537490862374086,3.204681229449892,3.7250251303499766
Gene_0268,5.6461585462320585,4.495292995747425,4.416377462168912,1.873618382606686,6.766219554294318,4.8443256059743955,4.249185107032076,4.902340328132594,5.4709115902222285,-2.3767305828568883,3.38469888450647,4.2168600452879215
Gene_0269,4.639040172818749,11.38621513568972,5.597505816731372,3.4964178998096314,4.147284807588913,7.29689141839351,8.010124077216659,2.8399947832357357,5.3255932361998255,7.9900606194716755,2.3740629401054543,5.787950451728805
Gene_0270,5.226540821075529,2.1234440433652666,6.838457869150407,3.663711828922012,8.74659555243509,7.160096131429297,2.9367374197025784,1.7900176857377996,1.715714337647547,0.9807127755659968,8.248727990510284,4.126863796792518
Gene_0271,4.1053562086824975,7.562032723470226,5.1357110210548065,6.705547350244439,5.96946563458895,3.3072866900182527,7.203475723572418,5.983986973672993,1.7874864231960839,5.7899159406466145,7.145859229014693,3.293201051921777
Gene_0272,3.712900335365076,7.059921635162322,4.330449335786918,4.1927030735160065,3.089754841301294,5.847198131186922,10.009261278046122,8.426974247989698,11.611206503477476,5.579242175920593,4.018171565667693,5.716701214992141
Gene_0273,9.12504983848629,2.8649341714914542,5.0484389133455165,7.8244411108308585,4.84071721750857,5.904743592499468,7.871141986327247,1.343188238316074,0.8632485691379355,5.178790557863227,4.114821414451688,5.015455786351369
Gene_0274,2.8752129437062406,5.856614194415297,4.625711469990902,6.971459991359726,7.374772103129502,10.179127284037229,6.89062354247173,3.8948613077622953,1.2539883381387589,9.088963114399888,3.0055434251224478,2.881925755975805
Gene_0275,6.1592663464271515,5.6515926331643325,5.388768603154672,4.293667414378623,5.6769676869233825,4.409197179721941,7.207440027445193,4.231021757916964,4.873220295930379,5.965580248120636,7.167166206219991,4.333078613636456
Gene_0276,5.336921952539228,7.63519507121592,2.9869148694407177,7.279757122258091,7.634230134679731,4.763862946017842,8.039904011828598,0.7284003025303889,6.519574473906154,3.3209448839646853,7.744542633215983,5.2840889576610905
Gene_0277,0.7562902019828108,3.7843560258111353,7.593989093122218,4.954263875402236,3.0013955354101785,3.990450157543565,3.6541893359811968,6.325682186043265,6.786376694414503,6.283788245717276,2.940607520733879,4.031965752755831
Gene_0278,6.681240053009106,6.093467136402759,4.522135801660611,4.266351176370625,4.216483701912356,3.155179631002995,7.518415052019031,6.67023170779239,7.833617208677607,3.4407308107127488,7.656845119397779,7.028120179517847
Gene_0279,8.230751378938884,4.35535906157732,7.434317041650993,8.042632103844902,6.996621796295921,4.136759374563903,1.6151133138281384,-0.0053170326189193595,3.054931153258713,-4.776071604798911,1.890396242773806,0.9938477783088415
Gene_0280,5.807460180673219,4.951608787218167,3.1925962785397437,5.6487185634432056,2.641920417680395,7.375358776923127,6.065566418645249,3.388946634978959,4.56977239965902,8.084553255322604,6.988703039630847,6.804542799886905
Gene_0281,4.070765405403214,5.4023193117456785,5.566575743092284,4.482190052591846,6.17338760295055,4.050192686754951,4.000255139178297,6.086064558579305,4.532204399092812,4.607813578646124,5.819370687493099,3.8060128231581354
Gene_0282,6.742594594914488,2.308040639506503,5.2527591590928235,8.87785799811657,2.9993373507888506,3.644510058950297,7.9860062088864066,4.679739720804125,6.23672113251933,7.911200958514597,7.06330754915035,2.1821617946189504
Gene_0283,6.02781569931783,5.359163563879196,5.701260198547119,5.978374260295327,6.269442937123539,7.219399683912446,5.8897917900197685,6.701438788921294,6.783726044321497,2.7734103317707377,3.685929525965352,6.989116471483243
Gene_0284,5.819637313857025,4.517484690762915,6.345147402405463,8.799763869790432,4.7347325072348525,3.050941390658717,3.4764792586347086,4.400607886671372,8.151751619003939,4.904401499230421,3.546451724332314,3.24476528627419
Gene_0285,7.214161338573946,4.759237672092803,0.6546609079719277,6.694843354300843,3.9293436280921545,4.818933435391679,5.665438659170376,2.333703983045582,4.505328072207163,5.666461069980043,7.598299641095335,6.335096160739991
Gene_0286,5.663960661138029,5.380999359558133,6.418903634278079,4.129027258860313,6.026211596352166,4.4809066448321655,1.1143920975305304,5.337799625429211,2.335905205856024,1.2806682213751714,2.9341501703940427,5.617733294211924
Gene_0287,6.477620961775006,6.230734968026107,3.1291225959108093,7.1719642323500645,3.928073109771904,6.61611559656229,8.046274552736907,6.663653600937326,10.371258298579791,4.458429434226662,4.155994693730079,4.009113980910383
Gene_0288,5.734574626802681,8.676367353590244,4.553068035256295,4.301366407763605,4.961160788224535,4.3936404343314495,5.7452963729601105,5.332986254230249,8.085472734559552,5.486950154273541,4.1916856810413945,5.003589745756214
Gene_0289,6.5998838038841,1.7673787831268242,2.892635161707292,2.864394156841614,6.900615183947151,8.42122674516385,5.235414836921916,1.656477453343666,10.420663288669786,6.0397420362038226,5.420016616045178,6.230327968557161
Gene_0290,4.791101562925057,4.662356553619979,5.140104326226362,7.323756605216381,3.145293731618852,5.47673796546957,4.711964485949286,2.406155028843111,2.53991988296763,4.114199835187373,3.5812533559049635,0.6126589319148579
Gene_0291,6.95039525956486,6.002188339879691,5.379163233197486,7.002092185134282,-0.40646458599847435,6.3557506390618155,7.838071222734528,5.586704072645967,6.459638724535261,7.7838417753598375,5.04377764232967,5.63390401396823
Gene_0292,3.6918486337451526,1.3387342062870862,6.022405199049961,7.747317090325915,4.725102970744616,6.905749094405878,6.620054477012233,3.5502778323998956,5.108103325692002,5.251097173302297,3.087882896633211,9.635273577347757
Gene_0293,8.22455651597729,7.629828907168095,8.279929058742786,6.484254982143785,5.150867277803186,1.796068376205663,2.185413113015195,2.4037921926256844,7.628453151407158,6.426532501593085,2.9480703650384443,6.214578030203386
Gene_0294,4.507875023740103,3.3135068093676168,9.341885434995628,4.648228375135327,5.2464096135689715,6.102970752080935,7.935700889994619,4.939473884806029,10.197645800149164,1.551876378263929,6.387646907718205,7.333056672442007
Gene_0295,5.087204892744907,8.390102080861507,3.754701276531096,5.389214910474485,3.5150588286039035,2.3599549775585884,8.936082784441219,5.524728937849648,5.905761790085068,7.973498050971071,8.699267974700037,8.093572765988716
Gene_0296,3.7764618181894294,4.9259264059031755,4.1413955509654805,3.615158040252288,2.1873650726563323,4.83378885474261,7.080115781586779,2.9622600858665296,4.544458041752731,3.119968135752492,4.227774447827716,7.030441783628611
Gene_0297,1.9905592519379955,6.520111927379205,5.164879505869006,2.084897001070139,4.381581845900273,3.4956871888188337,5.215967841450458,10.213718326299539,5.386812734379434,5.119383761159472,5.212365838880433,3.7243826142801284
Gene_0298,5.638349020838361,7.680900892046289,1.2496550607085108,5.230052158294835,4.679734408866719,6.342680152900932,7.394291077958689,9.522928029041392,7.74272479816692,5.227548525782631,4.89569818600107,5.725703664485323
Gene_0299,5.426393256475379,3.496061336522362,4.361892128666764,3.407948286393022,7.152014277197196,5.0426232973438845,2.7692505007578507,5.453935938678769,0.5800005000050747,2.7338988210560204,4.042369497171033,-1.1633383855127981
Gene_0300,8.802381371506016,4.878678372370758,3.5831864661790744,1.9725712147743457,1.3937206474881099,1.8317281139890205,3.3328034340671873,3.640222920527627,3.4080592522990036,5.383779090043295,4.678880780996405,3.8894277947979274
Gene_0301,5.534253302022967,6.017450046459867,1.8376185959357332,6.790076628152231,4.033877896633121,5.293586023971098,5.85592525310527,8.446149435292499,8.278513033483504,1.1544564558753274,6.154144367670279,4.643953419872323
Gene_0302,8.224441256510849,6.793678631731064,4.4629387041883355,3.217615549169425,0.6963691973413901,3.56169336151516,7.467691966458294,5.677773025795288,6.774067621207047,7.290465970601542,6.016970392926145,3.9719332629099378
Gene_0303,4.577739522344611,3.0256409456976323,4.737486065815391,5.153703765917537,4.550288036383843,3.6999948383530805,4.102608634761031,5.468518528913531,6.197992683368528,6.706697954680293,4.011619953866175,5.567689134605473
Gene_0304,5.337309343933455,5.883881299138818,2.819201845114308,7.82186475949254,4.802823735431477,5.037699245889695,6.925005183906597,7.331189790288256,4.882334291736956,4.558136550120775,5.382248467672785,2.7005850542051886
Gene_0305,6.4164288465131145,5.466432262527003,6.90627326782649,5.574248330403648,3.775125250719124,5.723007050412203,4.612780977928984,6.48917279694626,6.283894258887402,4.459464791272222,5.435436402174333,3.350699319418625
Gene_0306,2.7125475853586765,5.217119411553046,4.933540018711079,4.583766285454921,4.742924977122138,1.2363019090047218,6.40698429645005,4.844357127727053,4.448097096607723,4.276552327813227,4.874212266200284,4.104244710136083
Gene_0307,3.902550184518077,5.185689802282229,5.319712783994801,2.9446497181480837,7.531415681729401,3.2676503035709983,6.316286072005127,4.209432903967638,8.185928192054762,7.930421006962762,3.2169130202909906,5.139408538858561
Gene_0308,6.938914401053474,5.854388723743369,3.7075453803123937,8.550621785219024,2.61272633648704,6.8383083472200035,3.69868675732761,4.346704873622777,9.004854935289593,4.384857165768402,5.720452074154857,6.082642588016556
Gene_0309,7.0011646360859565,3.6587595818467102,7.784930600128657,4.499906970802094,5.577387258559714,5.5206436775424415,2.9987412550335186,3.2898090511815905,2.5879552571837623,3.228058532204446,-0.7000602186343645,6.089164801587256
Gene_0310,4.731382517058904,6.621616546319564,6.586977441104426,1.5029360535236385,7.608680485756305,1.6750160239286513,9.10838768251214,5.295641478073054,2.167462281318785,3.714447234200104,4.082246309950007,2.9648304455732486
Gene_0311,7.065092408683315,7.253410273655167,2.8180671395696035,4.17837142409083,2.7885906630281285,4.570157939422529,6.7203652767903135,6.620520088750668,2.6890964123646808,6.450162088895016,8.053625327154531,8.805116410459119
Gene_0312,4.383931431628517,6.55932106453868,7.620617492239217,7.791367621579912,3.875663946843396,4.581556252510945,13.007495509428301,4.888802938889684,12.696629414347424,6.56535713306695,5.250893420483582,8.285914255153944
Gene_0313,1.6331236155580995,3.3882598670076227,6.929703266194915,8.231165647096464,2.531302256240156,3.8150714816942113,2.255189168613741,3.208376047222838,-0.0683842820489966,2.5294258631252666,6.003768995649482,3.2700050773335727
Gene_0314,4.947188486082146,5.560322317639214,3.3807929601567075,5.8481220889281795,4.052321305858168,4.9710954582434415,5.283191573479765,5.950517209434623,7.34132325863532,1.689550575621134,6.16904810367487,4.463721721516474
Gene_0315,6.092568496007399,5.0128445396218755,4.127228218946863,4.780780392148339,4.82327408158933,4.2599779402357445,5.333275790623677,7.119900339524753,2.6116266971763116,2.974711117113821,1.1291400805723875,3.901682116472447
Gene_0316,4.482407874665795,8.197294341009433,6.121838895882478,4.409039363941679,6.393908809021472,4.33236102048798,10.053873334164736,6.184235821944671,4.582146496441089,5.589393115365153,3.383569103129741,4.713774623395192
Gene_0317,7.346249275173283,5.739284384396187,4.7853957119915425,5.895433851620555,1.8582476958630014,2.7464650621803894,8.83650282203171,4.039974877275398,9.737711826789567,6.36037355937348,6.86169500646521,6.837631086726936
Gene_0318,2.612149987201889,5.285886189527414,8.465029998970184,9.462600292385265,6.276102202881514,6.001688949888914,6.545695677087446,6.566319775554021,5.670108703824343,6.129578211815296,4.575820660159149,6.084406013818097
Gene_0319,1.397884531694522,3.9146524005319563,3.424432496183522,3.7583048034977677,4.663712362830421,4.055818844605746,4.324244449052387,5.004463244324804,4.450712501267406,4.085562921361608,3.6217764045564196,5.935380207717771
Gene_0320,1.0414003792484245,6.495820512235068,2.854513948520387,5.478493728222299,9.148165339499947,3.1612308168271532,7.621211825626927,7.342203943339118,2.486869328109129,7.578406102813746,4.363682996764142,6.201466030291183
Gene_0321,-0.06057504549265946,4.427991556239778,7.201919269997142,8.916694908441187,2.5409008110951663,5.993398446473043,3.187569335905578,5.283959827748011,5.627446365793814,2.0307904161606944,6.216534332688378,7.69187001567663
Gene_0322,4.069379086439893,4.788103291391729,10.28868669403407,1.9940593432096936,5.5074793229891466,5.935386343530866,4.650704108636744,7.720336261656026,4.620613013095185,6.699169062093235,0.5628600680978009,9.837555558626928
Gene_0323,7.171572649878694,5.1959663069417905,5.616101079008205,4.216702865156417,5.538253882490214,4.313615449005179,9.112022778514877,6.716041341552572,2.3271723029204483,8.596230036064222,3.9098913635316386,7.79726948651768
Gene_0324,6.243143779712102,4.260779327912732,5.754200787804373,4.941474372630044,7.252100501544336,4.897212552823028,5.823131438328564,3.1171936619959504,7.241934047228755,6.6111494056123465,6.951646674577127,5.017715407337791
Gene_0325,1.4539350635862371,7.523843001427983,3.1885353982747624,3.6924673227023606,3.808677411913016,7.748876186341635,2.168951866172587,6.955744544422275,4.459257201728418,2.220439713614662,7.704078731948652,9.19881504100502
Gene_0326,0.728651572042609,11.275497067319987,7.112113618132104,5.4464778282583195,4.890211998767427,5.571108149715314,7.484347991090849,10.655825781355267,7.665261649412923,6.599582768382758,4.7299660359134466,10.93547373661587
Gene_0327,6.042244856758677,6.290431171900114,6.111208932006897,5.179161362510498,4.605323159385348,4.697453432692977,4.81375110698773,9.433711322810542,5.552693266048828,5.423930471315194,8.189472417053217,6.777478034325762
Gene_0328,4.610183439294638,7.2675401937341295,6.1871134445617235,-0.8807772693285605,6.311801553059522,5.389472389437549,1.1352379151112242,5.578014996617559,5.4747395264086585,4.1131681493763095,2.020971389523458,1.5791597726462183
Gene_0329,4.962582487108206,4.222963093822228,7.2482254399720265,6.895052924245716,3.4542446643527818,5.81410457424907,5.159830527480075,5.641860123851315,3.0242681797204565,6.446075879159728,5.171026659279198,1.568583362723741
Gene_0330,3.0566865309174283,2.240763670422139,3.74656555082007,6.724786944765517,6.906250090752174,6.026170840194586,5.571333651064602,6.174333172847996,6.999926455163018,11.176174715636582,6.450816408352329,5.473490632140325
Gene_0331,6.450191573695994,6.032356574229917,3.7170368095540955,5.8638450893478815,6.600819050455365,6.508582659627148,5.441261608614327,4.295824505092238,5.649516479067083,6.16113537407123,7.4184612944478765,4.951427008659948
Gene_0332,7.377826742949286,6.416607694402128,5.702896415083166,7.140300476632855,4.9469574815018795,3.2362506975445644,8.277921055199666,6.816045325072382,3.5851209103756245,9.419711331496927,5.653989026540195,3.32975099205553
Gene_0333,4.673866072112472,3.510194710387102,3.649643450051237,4.710962658568964,3.415160158000077,4.384076940721919,8.305826102460843,9.15555517039689,4.933949472560879,3.9926994792488073,4.655250085092676,6.4294634550354
Gene_0334,1.2127706660924287,5.426587414745877,5.002410950724449,3.3658227378636187,6.31849133686481,6.875140275253116,7.555713310061028,6.140974661727147,5.20344641694354,7.996023540608855,4.374327053896955,7.061838676733814
Gene_0335,1.7848802712620517,3.4745504428675718,3.4617153004254035,3.120193797782271,6.658949683863497,4.612347722454393,4.423874403297443,5.862045916021787,4.772874870419097,4.888295634694378,4.24522696507558,7.6897080623613885
Gene_0336,4.470970317378779,0.9922752711864931,6.2708360604184525,2.521483210293055,5.119865260532657,5.554753875916384,3.53414792378293,3.519535494902583,9.24198713169022,6.955695129308663,0.2297726026139273,3.869482521579193
Gene_0337,7.7213171916773025,2.382359201761776,-1.0390243116416507,5.36769908950739,8.601022363021707,7.477892705878874,1.3760213248758917,3.0986186131694895,-1.2770293324680795,4.7260208446121155,2.716116361677377,5.119810513592877
Gene_0338,5.419318830549251,4.0167276287359055,6.614245193274621,3.0529076005910625,5.952715538712439,6.010940318333254,1.7497574822349504,5.16582370634408,4.170167443759345,8.003905930377192,7.822713723491249,6.570691206020566
Gene_0339,7.12041981499776,10.519320077822155,5.784831934357534,3.9820727485850025,4.9488513756160115,1.4618481902217635,2.50139439249394,7.091418242392951,0.3085011870420613,0.18205003502089312,3.047024945335698,7.468078290220447
Gene_0340,3.6105737378218836,4.181435123773792,3.951823204130815,5.304709744067444,3.355160135235599,7.242061334648943,4.595322186259825,4.633509513581436,2.1161792877763816,6.891859170540757,6.906352508658708,6.57815040279982
Gene_0341,5.000414129836394,4.981399357722771,4.344210566974164,5.310381367717958,6.650196529335269,3.2657395685781996,1.3485716048725451,1.2921704874830149,0.3302716875229774,2.437404837457299,1.1445666693088652,0.5918321618179001
Gene_0342,3.6837670218494867,4.3925479424466705,2.30825815305357,3.361484280557004,4.047558252910682,6.748778361425455,4.152618566178648,4.021687649631568,3.92404294235609,5.932889193680523,5.158095604300558,4.423687938977765
Gene_0343,5.52512265800385,5.387179822735089,6.701795924335944,4.725256423201206,5.780929699857779,4.793556494135007,5.366025856622964,3.0169459177907356,5.210557247819356,5.301204985689267,1.9939062812850388,6.991387508740724
Gene_0344,5.530724698799257,3.8344826847768356,0.12236568344714183,4.731441675627392,7.84549627219988,6.852430804483185,3.2371325895460092,5.18061959841287,7.328823481070541,6.851353515427739,5.068666777137671,4.275001994235863
Gene_0345,6.930794969182341,7.472261443612435,5.177315181922875,5.394631414811191,3.7646962091312997,4.3678542879459,4.1393822550957635,5.005720236016879,1.2525409079040517,0.999041556652843,-1.4939099240566969,2.749573969547111
Gene_0346,6.231542299542284,7.407768874337632,4.721107448638001,4.099621470297177,5.001055917713194,6.202413497858229,4.834604509963203,7.272382749285084,5.718110186960733,7.668458388345381,3.6052715441676586,7.276300661935236
Gene_0347,2.1122903677329163,0.40763809372552373,3.898926301016833,2.5585751481716827,3.983719604705378,4.704439362365057,3.9421672417906897,6.555192123584544,2.082483214938613,5.470270598732377,1.03062411710818,4.46572502811649
Gene_0348,4.093503181953973,7.904935068941491,5.65348952920464,5.600948719221657,6.244414288086804,2.7223337644384618,5.8807079877558275,3.9580628975378085,2.8991247424880653,6.692236938591868,4.793074420306153,4.0208587059386565
Gene_0349,7.078223574840537,4.8484714269290805,6.340961234482425,2.856285533919689,1.8924824679678713,6.6357793160500576,5.083791842308553,10.273338283891178,7.307005699563088,7.3251473363756805,5.871092637984728,5.332970545154295
Gene_0350,5.752819052195033,3.1958968912849794,3.2606738374506112,7.250869568829539,2.6211762142653443,8.285345906511926,0.2078354233391675,3.642039307073736,4.0388511735950505,1.2502158719049339,2.6851684195691328,1.038327058154732
Gene_0351,3.1987585307042625,6.276783851216766,4.3427630485020305,6.206374862164687,3.911771995771615,4.674414187855412,4.923352328605255,6.637531941697632,7.213549037248658,5.829568924158482,3.0732073176028623,1.135869682960081
Gene_0352,5.081838350791442,2.9956250884370546,6.4816486908402515,3.9735728670568298,4.542800169319963,3.0113012507829753,-1.8263901889374594,0.5464208152099579,0.5754040259956703,3.465052516363439,1.2367163567484982,3.629502849319366
Gene_0353,-0.124667317590621,4.617944474799662,9.825230843225832,6.569208575796048,4.961479240531211,4.474218341583464,4.535452994401054,5.021091423482051,7.28050110534241,2.63953653159926,5.837409156584736,4.972053543047854
Gene_0354,5.044931785624093,6.09423823035042,2.6383743693823103,7.228643389337744,6.430762630882488,6.436371451415869,4.3330274380606095,6.770512641731921,6.758028309114015,3.1070184080231438,4.635678832284151,5.562423365168131
Gene_0355,5.876951477619454,5.03923331538798,6.34572247193364,6.1836282674827565,4.2919185781179525,3.852796454206198,7.423033953651402,7.699275704441725,6.882372247665254,10.55869253933384,3.4587058213851716,6.729271625225069
Gene_0356,5.203712590523973,8.098040302990375,2.5217858486921982,2.06494946849512,5.329521682473033,5.101775403712036,3.1829949769756176,6.208214910878088,1.765656219908911,5.692625420449773,3.739903137303318,3.531676267757972
Gene_0357,5.346683328740816,5.487906395817,4.55359549073039,7.979726877204165,1.798192043046969,3.343005950439508,2.1070035929186255,4.069848107597988,7.169001060581851,4.949622632941041,6.255360835748949,8.32928364393255
Gene_0358,4.793490479701905,1.7136223776916655,4.648291191135858,8.322940331456037,5.041772976591924,5.461401811437367,7.078540176825037,5.8725604787111845,7.747975096533622,5.36883693579025,5.9146127669008335,4.16887905159225
Gene_0359,2.4796704696548395,3.767277183921045,4.249607239352126,4.364569806487532,7.563287590007537,6.115382121450249,6.852514982168785,4.227994848701122,5.364196491631724,2.928076142786721,5.871895259430945,3.4761175237298323
Gene_0360,2.777084086125936,5.49300955686401,5.99644349699357,7.2802980770425325,8.161081373136748,2.9698116163442627,4.716582556596352,6.7556520624782515,6.581518624465058,4.955939854966119,1.4637379345865633,10.985621140121282
Gene_0361,3.3782849775793236,2.4848442821707675,4.531960281786037,5.932716748892669,6.974669033178204,4.848097952714954,7.12432395854537,3.5024553915338337,2.2658923002708704,2.196690350659696,1.9539763204525884,5.711013163112149
Gene_0362,4.360304953490312,5.303515984497481,3.329714196739954,9.179077443389547,1.7846779457638826,5.369481157791449,5.525005781703667,3.431672283280334,4.0584898017504365,7.242376285139809,8.200195693640957,8.056663126972492
Gene_0363,9.04721243845928,5.013599689119996,4.619921929997011,4.285109154379145,4.639216636475185,7.745696949353061,6.514064130107955,4.494750262394726,-1.483027650658241,5.594320047616443,4.996342482311799,5.279964192642708
